Microsoft.Advisor
Pokitdok.Platform
RavenHq.Db
Raygun.CrashReporting
RevAPM.MobileCDN
Sendgrid.Email
Sparkpost.Basic
stackify.retrace
TrendMicro.DeepSecurity
U2uconsult.TheIdentityHub
Microsoft.Advisor,suppressions,2017-04-19,
Microsoft.Advisor,recommendations,2017-04-19,
Microsoft.Advisor,generateRecommendations,2017-04-19,
Microsoft.Advisor,operations,2017-04-19,
Microsoft.ApiManagement,service,2018-06-01-preview,115
Microsoft.ApiManagement,validateServiceName,2015-09-15,
Microsoft.ApiManagement,checkServiceNameAvailability,2015-09-15,
Microsoft.ApiManagement,checkNameAvailability,2018-06-01-preview,115
Microsoft.ApiManagement,reportFeedback,2018-06-01-preview,115
Microsoft.ApiManagement,checkFeedbackRequired,2018-06-01-preview,115
Microsoft.ApiManagement,operations,2018-06-01-preview,115
Microsoft.Automation,automationAccounts,2018-06-30,
Microsoft.Automation,automationAccounts/runbooks,2018-06-30,
Microsoft.Automation,automationAccounts/configurations,2018-06-30,
Microsoft.Automation,automationAccounts/webhooks,2018-06-30,
Microsoft.Automation,operations,2018-06-30,
Microsoft.Automation,automationAccounts/softwareUpdateConfigurations,2018-06-30,
Microsoft.Automation,automationAccounts/jobs,2018-06-30,
Microsoft.Batch,batchAccounts,2017-09-01,
Microsoft.Batch,operations,2017-09-01,
Microsoft.Batch,locations,2017-09-01,
Microsoft.Batch,locations/quotas,2017-09-01,
Microsoft.Cache,Redis,2018-03-01,
Microsoft.Cache,locations,2018-03-01,
Microsoft.Cache,locations/operationResults,2018-03-01,
Microsoft.Cache,checkNameAvailability,2018-03-01,
Microsoft.Cache,operations,2018-03-01,
Microsoft.Cache,RedisConfigDefinition,2018-03-01,
Microsoft.Cdn,profiles,2018-04-02,
Microsoft.Cdn,profiles/endpoints,2018-04-02,
Microsoft.Cdn,profiles/endpoints/origins,2018-04-02,
Microsoft.Cdn,profiles/endpoints/customdomains,2018-04-02,
Microsoft.Cdn,operationresults,2018-04-02,
Microsoft.Cdn,operationresults/profileresults,2018-04-02,
Microsoft.Cdn,operationresults/profileresults/endpointresults,2018-04-02,
Microsoft.Cdn,operationresults/profileresults/endpointresults/originresults,2018-04-02,
Microsoft.Cdn,operationresults/profileresults/endpointresults/customdomainresults,2018-04-02,
Microsoft.Cdn,checkNameAvailability,2018-04-02,
Microsoft.Cdn,checkResourceUsage,2018-04-02,
Microsoft.Cdn,validateProbe,2018-04-02,
Microsoft.Cdn,operations,2018-04-02,
Microsoft.Cdn,edgenodes,2018-04-02,
Microsoft.ClassicCompute,domainNames,2017-11-15,
Microsoft.ClassicCompute,domainNames/internalLoadBalancers,2017-11-01,
Microsoft.ClassicCompute,checkDomainNameAvailability,2016-11-01,
Microsoft.ClassicCompute,domainNames/slots,2017-11-15,
Microsoft.ClassicCompute,domainNames/slots/roles,2016-11-01,
Microsoft.ClassicCompute,domainNames/slots/roles/metricDefinitions,2014-04-01,
Microsoft.ClassicCompute,domainNames/slots/roles/metrics,2014-04-01,
Microsoft.ClassicCompute,virtualMachines,2017-04-01,
Microsoft.ClassicCompute,capabilities,2016-11-01,
Microsoft.ClassicCompute,domainNames/capabilities,2016-11-01,
Microsoft.ClassicCompute,domainNames/serviceCertificates,2016-11-01,
Microsoft.ClassicCompute,quotas,2016-11-01,
Microsoft.ClassicCompute,virtualMachines/diagnosticSettings,2014-04-01,
Microsoft.ClassicCompute,virtualMachines/metricDefinitions,2014-04-01,
Microsoft.ClassicCompute,virtualMachines/metrics,2014-04-01,
Microsoft.ClassicCompute,operations,2017-04-01,
Microsoft.ClassicCompute,resourceTypes,2016-11-01,
Microsoft.ClassicCompute,moveSubscriptionResources,2016-11-01,
Microsoft.ClassicCompute,validateSubscriptionMoveAvailability,2016-11-01,
Microsoft.ClassicCompute,operationStatuses,2016-11-01,
Microsoft.ClassicCompute,operatingSystems,2016-11-01,
Microsoft.ClassicCompute,operatingSystemFamilies,2016-11-01,
Microsoft.ClassicNetwork,virtualNetworks,2017-11-15,
Microsoft.ClassicNetwork,virtualNetworks/virtualNetworkPeerings,2016-11-01,
Microsoft.ClassicNetwork,virtualNetworks/remoteVirtualNetworkPeeringProxies,2016-11-01,
Microsoft.ClassicNetwork,reservedIps,2016-11-01,
Microsoft.ClassicNetwork,quotas,2016-11-01,
Microsoft.ClassicNetwork,gatewaySupportedDevices,2016-11-01,
Microsoft.ClassicNetwork,operations,2016-11-01,
Microsoft.ClassicNetwork,networkSecurityGroups,2016-11-01,
Microsoft.ClassicNetwork,capabilities,2016-11-01,
Microsoft.ClassicNetwork,expressRouteCrossConnections,2016-11-01,
Microsoft.ClassicNetwork,expressRouteCrossConnections/peerings,2016-11-01,
Microsoft.ClassicStorage,storageAccounts,2016-11-01,
Microsoft.ClassicStorage,quotas,2016-11-01,
Microsoft.ClassicStorage,checkStorageAccountAvailability,2016-11-01,
Microsoft.ClassicStorage,storageAccounts/services,2014-04-01,
Microsoft.ClassicStorage,storageAccounts/services/diagnosticSettings,2014-04-01,
Microsoft.ClassicStorage,storageAccounts/services/metricDefinitions,2014-04-01,
Microsoft.ClassicStorage,storageAccounts/services/metrics,2014-04-01,
Microsoft.ClassicStorage,storageAccounts/metricDefinitions,2014-04-01,
Microsoft.ClassicStorage,storageAccounts/metrics,2014-04-01,
Microsoft.ClassicStorage,capabilities,2016-11-01,
Microsoft.ClassicStorage,disks,2016-11-01,
Microsoft.ClassicStorage,images,2016-04-01,
Microsoft.ClassicStorage,vmImages,2016-11-01,
Microsoft.ClassicStorage,storageAccounts/vmImages,2016-11-01,
Microsoft.ClassicStorage,publicImages,2016-11-01,
Microsoft.ClassicStorage,osImages,2016-11-01,
Microsoft.ClassicStorage,osPlatformImages,2016-11-01,
Microsoft.ClassicStorage,operations,2016-11-01,
Microsoft.Compute,availabilitySets,2018-06-01,
Microsoft.Compute,virtualMachines,2018-06-01,
Microsoft.Compute,virtualMachines/extensions,2018-06-01,
Microsoft.Compute,virtualMachineScaleSets,2018-06-01,
Microsoft.Compute,virtualMachineScaleSets/extensions,2018-06-01,
Microsoft.Compute,virtualMachineScaleSets/virtualMachines,2018-06-01,
Microsoft.Compute,virtualMachineScaleSets/networkInterfaces,2018-06-01,
Microsoft.Compute,virtualMachineScaleSets/virtualMachines/networkInterfaces,2018-06-01,
Microsoft.Compute,virtualMachineScaleSets/publicIPAddresses,2018-06-01,
Microsoft.Compute,locations,2018-06-01,
Microsoft.Compute,locations/operations,2018-06-01,
Microsoft.Compute,locations/vmSizes,2018-06-01,
Microsoft.Compute,locations/runCommands,2018-06-01,
Microsoft.Compute,locations/usages,2018-06-01,
Microsoft.Compute,locations/virtualMachines,2018-06-01,
Microsoft.Compute,locations/publishers,2018-06-01,
Microsoft.Compute,operations,2018-06-01,
Microsoft.Compute,restorePointCollections,2018-06-01,
Microsoft.Compute,restorePointCollections/restorePoints,2018-06-01,
Microsoft.Compute,virtualMachines/diagnosticSettings,2014-04-01,
Microsoft.Compute,virtualMachines/metricDefinitions,2014-04-01,
Microsoft.Compute,sharedVMImages,2017-10-15-preview,344
Microsoft.Compute,sharedVMImages/versions,2017-10-15-preview,344
Microsoft.Compute,locations/artifactPublishers,2017-10-15-preview,344
Microsoft.Compute,locations/capsoperations,2018-06-01,
Microsoft.Compute,disks,2018-06-01,
Microsoft.Compute,snapshots,2018-06-01,
Microsoft.Compute,locations/diskoperations,2018-06-01,
Microsoft.Compute,images,2018-06-01,
Microsoft.Compute,locations/logAnalytics,2018-06-01,
Microsoft.ContainerInstance,containerGroups,2018-09-01,
Microsoft.ContainerInstance,locations,2018-09-01,
Microsoft.ContainerInstance,locations/usages,2018-09-01,
Microsoft.ContainerInstance,locations/operations,2018-09-01,
Microsoft.ContainerInstance,operations,2018-09-01,
Microsoft.ContainerRegistry,registries,2017-10-01,
Microsoft.ContainerRegistry,registries/importImage,2017-10-01,
Microsoft.ContainerRegistry,registries/listBuildSourceUploadUrl,2018-09-01,
Microsoft.ContainerRegistry,registries/scheduleRun,2018-09-01,
Microsoft.ContainerRegistry,registries/runs,2018-09-01,
Microsoft.ContainerRegistry,registries/runs/listLogSasUrl,2018-09-01,
Microsoft.ContainerRegistry,registries/runs/cancel,2018-09-01,
Microsoft.ContainerRegistry,registries/tasks,2018-09-01,
Microsoft.ContainerRegistry,registries/tasks/listDetails,2018-09-01,
Microsoft.ContainerRegistry,registries/getBuildSourceUploadUrl,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/queueBuild,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/builds,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/builds/getLogLink,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/builds/cancel,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/buildTasks,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/buildTasks/listSourceRepositoryProperties,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/buildTasks/steps,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/buildTasks/steps/listBuildArguments,2018-02-01-preview,235
Microsoft.ContainerRegistry,registries/replications,2017-10-01,
Microsoft.ContainerRegistry,registries/webhooks,2017-10-01,
Microsoft.ContainerRegistry,registries/webhooks/ping,2017-10-01,
Microsoft.ContainerRegistry,registries/webhooks/getCallbackConfig,2017-10-01,
Microsoft.ContainerRegistry,registries/webhooks/listEvents,2017-10-01,
Microsoft.ContainerRegistry,locations/setupAuth,2018-02-01-preview,235
Microsoft.ContainerRegistry,locations/authorize,2018-02-01-preview,235
Microsoft.ContainerRegistry,locations/operationResults,2017-10-01,
Microsoft.ContainerRegistry,registries/GetCredentials,2016-06-27-preview,819
Microsoft.ContainerRegistry,registries/listCredentials,2017-10-01,
Microsoft.ContainerRegistry,registries/regenerateCredential,2017-10-01,
Microsoft.ContainerRegistry,registries/listUsages,2017-10-01,
Microsoft.ContainerRegistry,registries/listPolicies,2017-10-01,
Microsoft.ContainerRegistry,registries/updatePolicies,2017-10-01,
Microsoft.ContainerRegistry,registries/regenerateCredentials,2016-06-27-preview,819
Microsoft.ContainerRegistry,registries/eventGridFilters,2017-10-01,
Microsoft.ContainerRegistry,checkNameAvailability,2017-10-01,
Microsoft.ContainerRegistry,operations,2017-10-01,
Microsoft.ContainerRegistry,locations,2017-10-01,
Microsoft.ContainerService,containerServices,2017-07-01,
Microsoft.ContainerService,managedClusters,2018-03-31,
Microsoft.ContainerService,locations,2017-08-31,
Microsoft.ContainerService,locations/operationresults,2017-08-31,
Microsoft.ContainerService,locations/operations,2017-07-01,
Microsoft.ContainerService,operations,2018-03-31,
Microsoft.ContainerService,locations/orchestrators,2017-09-30,
Microsoft.DataFactory,dataFactories,2015-10-01,
Microsoft.DataFactory,factories,2018-06-01,
Microsoft.DataFactory,factories/integrationRuntimes,2018-06-01,
Microsoft.DataFactory,dataFactories/diagnosticSettings,2014-04-01,
Microsoft.DataFactory,dataFactories/metricDefinitions,2014-04-01,
Microsoft.DataFactory,checkDataFactoryNameAvailability,2015-05-01-preview,1242
Microsoft.DataFactory,checkAzureDataFactoryNameAvailability,2015-10-01,
Microsoft.DataFactory,dataFactorySchema,2015-10-01,
Microsoft.DataFactory,operations,2018-06-01,
Microsoft.DataFactory,locations,2018-06-01,
Microsoft.DataFactory,locations/configureFactoryRepo,2018-06-01,
Microsoft.DataFactory,locations/getFeatureValue,2018-07-01-preview,85
Microsoft.DataLakeStore,accounts,2016-11-01,
Microsoft.DataLakeStore,accounts/firewallRules,2016-11-01,
Microsoft.DataLakeStore,accounts/eventGridFilters,2016-11-01,
Microsoft.DataLakeStore,locations,2016-11-01,
Microsoft.DataLakeStore,locations/operationresults,2016-11-01,
Microsoft.DataLakeStore,locations/checkNameAvailability,2016-11-01,
Microsoft.DataLakeStore,locations/capability,2016-11-01,
Microsoft.DataLakeStore,operations,2016-11-01,
Microsoft.DBforMySQL,operations,2017-12-01-preview,297
Microsoft.DBforMySQL,servers,2017-12-01-preview,297
Microsoft.DBforMySQL,servers/recoverableServers,2017-12-01-preview,297
Microsoft.DBforMySQL,servers/virtualNetworkRules,2017-12-01-preview,297
Microsoft.DBforMySQL,checkNameAvailability,2017-12-01-preview,297
Microsoft.DBforMySQL,locations,2017-12-01-preview,297
Microsoft.DBforMySQL,locations/operationResults,2017-12-01-preview,297
Microsoft.DBforMySQL,locations/azureAsyncOperation,2017-12-01-preview,297
Microsoft.DBforMySQL,locations/performanceTiers,2017-12-01-preview,297
Microsoft.DBforMySQL,locations/securityAlertPoliciesAzureAsyncOperation,2017-12-01,
Microsoft.DBforMySQL,locations/securityAlertPoliciesOperationResults,2017-12-01,
Microsoft.DBforPostgreSQL,operations,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,servers,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,servers/recoverableServers,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,servers/virtualNetworkRules,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,checkNameAvailability,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,locations,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,locations/operationResults,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,locations/azureAsyncOperation,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,locations/performanceTiers,2017-12-01-preview,297
Microsoft.DBforPostgreSQL,locations/securityAlertPoliciesAzureAsyncOperation,2017-12-01,
Microsoft.DBforPostgreSQL,locations/securityAlertPoliciesOperationResults,2017-12-01,
Microsoft.DBforPostgreSQL,servers/topQueryStatistics,2018-06-01-privatepreview,
Microsoft.DBforPostgreSQL,servers/queryTexts,2018-06-01-privatepreview,
Microsoft.Devices,checkNameAvailability,2018-04-01,
Microsoft.Devices,checkProvisioningServiceNameAvailability,2018-01-22,
Microsoft.Devices,usages,2018-04-01,
Microsoft.Devices,operations,2018-04-01,
Microsoft.Devices,operationResults,2018-04-01-preview,176
Microsoft.Devices,IotHubs,2018-04-01-preview,176
Microsoft.Devices,IotHubs/eventGridFilters,2018-01-15-preview,252
Microsoft.Devices,ProvisioningServices,2018-01-22,
Microsoft.DevTestLab,labs,2017-04-26-preview,516
Microsoft.DevTestLab,schedules,2017-04-26-preview,516
Microsoft.DevTestLab,labs/virtualMachines,2017-04-26-preview,516
Microsoft.DevTestLab,labs/serviceRunners,2017-04-26-preview,516
Microsoft.DevTestLab,operations,2017-04-26-preview,516
Microsoft.DevTestLab,locations,2017-04-26-preview,516
Microsoft.DevTestLab,locations/operations,2017-04-26-preview,516
Microsoft.DocumentDB,databaseAccounts,2016-03-31,
Microsoft.DocumentDB,databaseAccountNames,2016-03-31,
Microsoft.DocumentDB,operations,2016-03-31,
Microsoft.DocumentDB,operationResults,2016-03-31,
Microsoft.DocumentDB,locations,2016-03-31,
Microsoft.DocumentDB,locations/deleteVirtualNetworkOrSubnets,2016-03-31,
Microsoft.EventGrid,locations,2018-05-01-preview,146
Microsoft.EventGrid,locations/eventSubscriptions,2018-05-01-preview,146
Microsoft.EventGrid,eventSubscriptions,2018-05-01-preview,146
Microsoft.EventGrid,topics,2018-05-01-preview,146
Microsoft.EventGrid,topicTypes,2018-05-01-preview,146
Microsoft.EventGrid,operations,2018-05-01-preview,146
Microsoft.EventGrid,locations/operationsStatus,2018-05-01-preview,146
Microsoft.EventGrid,locations/operationResults,2018-05-01-preview,146
Microsoft.EventGrid,locations/topicTypes,2018-05-01-preview,146
Microsoft.EventGrid,extensionTopics,2018-05-01-preview,146
Microsoft.EventGrid,operationResults,2018-05-01-preview,146
Microsoft.EventGrid,operationsStatus,2018-05-01-preview,146
Microsoft.EventHub,namespaces,2018-01-01-preview,266
Microsoft.EventHub,clusters,2018-01-01-preview,266
Microsoft.EventHub,namespaces/authorizationrules,2017-04-01,
Microsoft.EventHub,namespaces/eventhubs,2017-04-01,
Microsoft.EventHub,namespaces/eventhubs/authorizationrules,2017-04-01,
Microsoft.EventHub,namespaces/eventhubs/consumergroups,2017-04-01,
Microsoft.EventHub,checkNamespaceAvailability,2015-08-01,
Microsoft.EventHub,checkNameAvailability,2017-04-01,
Microsoft.EventHub,sku,2017-04-01,
Microsoft.EventHub,operations,2017-04-01,
Microsoft.EventHub,namespaces/disasterrecoveryconfigs,2017-04-01,
Microsoft.HDInsight,clusters,2018-06-01-preview,115
Microsoft.HDInsight,clusters/applications,2018-06-01-preview,115
Microsoft.HDInsight,clusters/operationresults,2018-06-01-preview,115
Microsoft.HDInsight,locations,2018-06-01-preview,115
Microsoft.HDInsight,locations/capabilities,2015-03-01-preview,1303
Microsoft.HDInsight,locations/usages,2018-06-01-preview,115
Microsoft.HDInsight,locations/operationresults,2018-06-01-preview,115
Microsoft.HDInsight,locations/azureasyncoperations,2018-06-01-preview,115
Microsoft.HDInsight,locations/validateCreateRequest,2018-06-01-preview,115
Microsoft.HDInsight,operations,2018-06-01-preview,115
Microsoft.KeyVault,vaults,2018-02-14-preview,222
Microsoft.KeyVault,vaults/secrets,2018-02-14-preview,222
Microsoft.KeyVault,vaults/accessPolicies,2018-02-14-preview,222
Microsoft.KeyVault,operations,2018-02-14-preview,222
Microsoft.KeyVault,checkNameAvailability,2018-02-14-preview,222
Microsoft.KeyVault,deletedVaults,2018-02-14-preview,222
Microsoft.KeyVault,locations,2018-02-14-preview,222
Microsoft.KeyVault,locations/deletedVaults,2018-02-14-preview,222
Microsoft.KeyVault,locations/deleteVirtualNetworkOrSubnets,2018-02-14-preview,222
Microsoft.KeyVault,locations/operationResults,2018-02-14-preview,222
Microsoft.Logic,workflows,2018-07-01-preview,85
Microsoft.Logic,locations/workflows,2018-07-01-preview,85
Microsoft.Logic,locations,2018-07-01-preview,85
Microsoft.Logic,operations,2018-07-01-preview,85
Microsoft.Logic,integrationAccounts,2018-07-01-preview,85
Microsoft.ManagedIdentity,Identities,2015-08-31-PREVIEW,
Microsoft.ManagedIdentity,userAssignedIdentities,2015-08-31-PREVIEW,
Microsoft.ManagedIdentity,operations,2015-08-31-PREVIEW,
Microsoft.Network,virtualNetworks,2018-08-01,
Microsoft.Network,publicIPAddresses,2018-08-01,
Microsoft.Network,networkInterfaces,2018-08-01,
Microsoft.Network,interfaceEndpoints,2018-08-01,
Microsoft.Network,loadBalancers,2018-08-01,
Microsoft.Network,networkSecurityGroups,2018-08-01,
Microsoft.Network,applicationSecurityGroups,2018-08-01,
Microsoft.Network,serviceEndpointPolicies,2018-08-01,
Microsoft.Network,networkIntentPolicies,2018-08-01,
Microsoft.Network,routeTables,2018-08-01,
Microsoft.Network,publicIPPrefixes,2018-08-01,
Microsoft.Network,networkWatchers,2018-08-01,
Microsoft.Network,networkWatchers/connectionMonitors,2018-08-01,
Microsoft.Network,networkWatchers/lenses,2018-08-01,
Microsoft.Network,networkWatchers/pingMeshes,2018-08-01,
Microsoft.Network,virtualNetworkGateways,2018-08-01,
Microsoft.Network,localNetworkGateways,2018-08-01,
Microsoft.Network,connections,2018-08-01,
Microsoft.Network,applicationGateways,2018-08-01,
Microsoft.Network,locations,2018-08-01,
Microsoft.Network,locations/operations,2018-08-01,
Microsoft.Network,locations/operationResults,2018-08-01,
Microsoft.Network,locations/CheckDnsNameAvailability,2018-08-01,
Microsoft.Network,locations/usages,2018-08-01,
Microsoft.Network,locations/virtualNetworkAvailableEndpointServices,2018-08-01,
Microsoft.Network,locations/availableDelegations,2018-08-01,
Microsoft.Network,locations/supportedVirtualMachineSizes,2018-08-01,
Microsoft.Network,locations/checkAcceleratedNetworkingSupport,2018-08-01,
Microsoft.Network,locations/validateResourceOwnership,2018-08-01,
Microsoft.Network,locations/setResourceOwnership,2018-08-01,
Microsoft.Network,locations/effectiveResourceOwnership,2018-08-01,
Microsoft.Network,operations,2018-08-01,
Microsoft.Network,dnszones,2018-05-01,
Microsoft.Network,dnsOperationResults,2018-05-01,
Microsoft.Network,dnsOperationStatuses,2018-05-01,
Microsoft.Network,getDnsResourceReference,2018-05-01,
Microsoft.Network,internalNotify,2018-05-01,
Microsoft.Network,dnszones/A,2018-05-01,
Microsoft.Network,dnszones/AAAA,2018-05-01,
Microsoft.Network,dnszones/CNAME,2018-05-01,
Microsoft.Network,dnszones/PTR,2018-05-01,
Microsoft.Network,dnszones/MX,2018-05-01,
Microsoft.Network,dnszones/TXT,2018-05-01,
Microsoft.Network,dnszones/SRV,2018-05-01,
Microsoft.Network,dnszones/SOA,2018-05-01,
Microsoft.Network,dnszones/NS,2018-05-01,
Microsoft.Network,dnszones/CAA,2018-05-01,
Microsoft.Network,dnszones/recordsets,2018-05-01,
Microsoft.Network,dnszones/all,2018-05-01,
Microsoft.Network,trafficmanagerprofiles,2018-04-01,
Microsoft.Network,trafficmanagerprofiles/heatMaps,2018-04-01,
Microsoft.Network,checkTrafficManagerNameAvailability,2018-04-01,
Microsoft.Network,trafficManagerUserMetricsKeys,2018-04-01,
Microsoft.Network,trafficManagerGeographicHierarchies,2018-04-01,
Microsoft.Network,expressRouteCircuits,2018-08-01,
Microsoft.Network,expressRouteServiceProviders,2018-08-01,
Microsoft.Network,applicationGatewayAvailableWafRuleSets,2018-08-01,
Microsoft.Network,applicationGatewayAvailableSslOptions,2018-08-01,
Microsoft.Network,routeFilters,2018-08-01,
Microsoft.Network,bgpServiceCommunities,2018-08-01,
Microsoft.Network,azureFirewalls,2018-08-01,
Microsoft.Network,azureFirewallFqdnTags,2018-08-01,
Microsoft.Network,virtualNetworkTaps,2018-08-01,
Microsoft.Network,ddosProtectionPlans,2018-08-01,
Microsoft.Network,networkProfiles,2018-08-01,
Microsoft.Network,frontdoorOperationResults,2018-08-01,
Microsoft.Network,checkFrontdoorNameAvailability,2018-08-01,
Microsoft.Network,frontdoors,2018-08-01,
Microsoft.Network,frontdoorWebApplicationFirewallPolicies,2018-08-01,
Microsoft.Network,webApplicationFirewallPolicies,2018-08-01,
Microsoft.Network,locations/bareMetalTenants,2018-08-01,
Microsoft.OperationalInsights,workspaces,2017-04-26-preview,516
Microsoft.OperationalInsights,workspaces/query,2017-10-01,
Microsoft.OperationalInsights,workspaces/dataSources,2015-11-01-preview,1058
Microsoft.OperationalInsights,storageInsightConfigs,2014-10-10,
Microsoft.OperationalInsights,workspaces/linkedServices,2015-11-01-preview,1058
Microsoft.OperationalInsights,linkTargets,2015-03-20,
Microsoft.OperationalInsights,operations,2014-11-10,
Microsoft.OperationalInsights,devices,2015-11-01-preview,1058
Microsoft.OperationsManagement,solutions,2015-11-01-preview,1058
Microsoft.OperationsManagement,managementconfigurations,2015-11-01-preview,1058
Microsoft.OperationsManagement,managementassociations,2015-11-01-preview,1058
Microsoft.OperationsManagement,views,2017-08-21-preview,399
Microsoft.OperationsManagement,operations,2015-11-01-preview,1058
Microsoft.Relay,namespaces,2017-04-01,
Microsoft.Relay,namespaces/authorizationrules,2017-04-01,
Microsoft.Relay,namespaces/hybridconnections,2017-04-01,
Microsoft.Relay,namespaces/hybridconnections/authorizationrules,2017-04-01,
Microsoft.Relay,namespaces/wcfrelays,2017-04-01,
Microsoft.Relay,namespaces/wcfrelays/authorizationrules,2017-04-01,
Microsoft.Relay,checkNameAvailability,2017-04-01,
Microsoft.Relay,operations,2017-04-01,
Microsoft.ResourceHealth,availabilityStatuses,2017-07-01,
Microsoft.ResourceHealth,operations,2015-01-01,
Microsoft.ResourceHealth,notifications,2016-09-01,
Microsoft.ResourcesTopology,resources,2017-10-05-preview,354
Microsoft.ResourcesTopology,subscriptionsStatus,2017-10-05-preview,354
Microsoft.Search,searchServices,2015-08-19,
Microsoft.Search,checkServiceNameAvailability,2015-02-28,
Microsoft.Search,checkNameAvailability,2015-08-19,
Microsoft.Search,resourceHealthMetadata,2015-08-19,
Microsoft.Search,operations,2015-08-19,
Microsoft.Security,operations,2015-06-01-preview,1211
Microsoft.Security,securityStatus,2015-06-01-preview,1211
Microsoft.Security,securityStatuses,2015-06-01-preview,1211
Microsoft.Security,securityStatus/virtualMachines,2015-06-01-preview,1211
Microsoft.Security,securityStatus/endpoints,2015-06-01-preview,1211
Microsoft.Security,securityStatus/subnets,2015-06-01-preview,1211
Microsoft.Security,tasks,2015-06-01-preview,1211
Microsoft.Security,alerts,2015-06-01-preview,1211
